GRP,WBEING,HRS,LEAD
13.0,3.7222222222,12.0,3.5
13.0,3.8333333333,12.0,3.0909090909
13.0,1.2777777778,12.0,2.1
13.0,4.3888888889,9.0,2.0
13.0,2.8333333333,12.0,3.2727272727
13.0,1.7222222222,13.0,1.0
13.0,3.9444444444,8.0,3.0
13.0,2.3888888889,12.0,3.2
13.0,2.1666666667,8.0,2.4545454545
13.0,3.2777777778,11.0,2.9
13.0,3.0,12.0,3.0
13.0,2.6111111111,10.0,3.2727272727
13.0,2.1666666667,12.0,1.9090909091
13.0,3.0555555556,12.0,2.7272727273
13.0,4.2777777778,12.0,3.0
13.0,1.3888888889,11.0,1.5454545455
13.0,4.1666666667,10.0,2.8181818182
13.0,2.2777777778,12.0,2.2727272727
13.0,3.25,11.0,3.0
13.0,3.5555555556,16.0,3.0
13.0,2.5555555556,8.0,2.4545454545
13.0,2.6111111111,20.0,1.3636363636
13.0,2.1111111111,11.0,1.0
13.0,3.2777777778,11.0,3.5454545455
13.0,4.3333333333,18.0,1.5454545455
13.0,3.2777777778,12.0,2.8181818182
13.0,4.1666666667,11.0,3.3333333333
13.0,3.5,11.0,3.0
13.0,2.8888888889,12.0,3.3636363636
13.0,2.0,9.0,3.0
13.0,2.7777777778,12.0,3.0
13.0,4.2222222222,14.0,2.0
13.0,1.8888888889,12.0,2.2727272727
13.0,1.3333333333,9.0,2.0909090909
13.0,3.0555555556,12.0,2.7272727273
13.0,2.8333333333,11.0,3.0909090909
13.0,3.5555555556,11.0,3.8181818182
13.0,2.2777777778,10.0,2.0909090909
13.0,4.2222222222,15.0,3.0909090909
13.0,2.6111111111,10.0,2.6666666667
13.0,2.5,9.0,2.6666666667
13.0,3.6111111111,10.0,3.1818181818
13.0,2.0,8.0,2.8181818182
13.0,1.2777777778,8.0,2.0909090909
13.0,3.2222222222,12.0,1.8181818182
13.0,2.3888888889,12.0,2.0909090909
13.0,2.2777777778,9.0,3.0
13.0,2.5,11.0,3.6363636364
13.0,3.6666666667,14.0,3.5
13.0,0.7777777778,8.0,1.0
13.0,3.9444444444,10.0,3.0909090909
13.0,3.4444444444,10.0,3.5
13.0,3.0,14.0,2.8181818182
13.0,1.3888888889,12.0,2.9090909091
13.0,4.0,9.0,3.4545454545
13.0,2.2777777778,9.0,2.3333333333
13.0,4.1666666667,9.0,3.1818181818
13.0,3.3333333333,8.0,4.5
13.0,2.2777777778,8.0,3.2727272727
13.0,3.3333333333,10.0,3.0909090909
13.0,2.5555555556,11.0,2.8181818182
13.0,2.2777777778,8.0,3.6363636364
13.0,3.0,13.0,2.5555555556
13.0,2.3888888889,10.0,2.5454545455
13.0,2.1111111111,16.0,3.1666666667
13.0,1.6666666667,13.0,3.9090909091
13.0,3.7777777778,9.0,3.4545454545
13.0,3.0,10.0,2.5454545455
13.0,4.1666666667,10.0,2.1818181818
13.0,2.3888888889,12.0,2.5454545455
13.0,3.1111111111,9.0,4.1818181818
13.0,3.0555555556,12.0,2.3636363636
13.0,2.8888888889,9.0,2.0
14.0,1.7222222222,12.0,2.6363636364
14.0,2.3888888889,12.0,2.3636363636
14.0,4.0555555556,12.0,4.1666666667
14.0,3.0555555556,12.0,1.1818181818
14.0,2.6666666667,24.0,4.5454545455
14.0,2.1666666667,12.0,3.3333333333
14.0,3.5555555556,12.0,3.6666666667
14.0,3.7777777778,13.0,3.3636363636
14.0,3.0555555556,12.0,2.2727272727
14.0,2.3888888889,13.0,2.6363636364
14.0,3.7222222222,12.0,3.5454545455
14.0,2.5555555556,12.0,2.6363636364
14.0,2.8888888889,12.0,2.8181818182
14.0,2.3888888889,14.0,2.0909090909
14.0,2.9444444444,14.0,2.8181818182
14.0,3.9444444444,12.0,3.5454545455
14.0,3.3333333333,12.0,4.6363636364
14.0,2.2777777778,12.0,3.7272727273
14.0,2.5,12.0,3.0909090909
14.0,2.9411764706,13.0,3.7272727273
14.0,3.2777777778,13.0,3.2727272727
14.0,4.7777777778,12.0,4.6363636364
14.0,2.6666666667,12.0,3.6363636364
14.0,2.7222222222,12.0,3.9090909091
14.0,3.1666666667,11.0,4.0
14.0,3.0,13.0,2.6666666667
14.0,2.9444444444,12.0,4.3333333333
14.0,3.3888888889,13.0,3.8333333333
14.0,4.2222222222,12.0,4.0
14.0,2.1111111111,12.0,2.0
14.0,3.2222222222,14.0,3.2727272727
14.0,3.2777777778,13.0,2.8181818182
14.0,2.8333333333,12.0,4.0
14.0,2.2222222222,14.0,3.4545454545
14.0,3.2777777778,13.0,4.3636363636
14.0,2.8333333333,12.0,2.1818181818
14.0,1.8333333333,10.0,3.8181818182
14.0,2.4444444444,12.0,3.6666666667
14.0,3.1111111111,15.0,3.0
14.0,3.6111111111,12.0,3.7272727273
14.0,2.4444444444,14.0,2.2727272727
14.0,4.4444444444,12.0,4.1818181818
14.0,3.1111111111,13.0,2.5555555556
14.0,3.6111111111,12.0,3.9090909091
14.0,3.6111111111,12.0,3.0909090909
14.0,2.8333333333,12.0,4.5454545455
14.0,2.4444444444,10.0,3.2727272727
14.0,3.0,11.0,3.6363636364
14.0,1.2777777778,11.0,2.7272727273
14.0,1.7222222222,12.0,3.0
14.0,3.2222222222,12.0,3.7272727273
14.0,3.3888888889,12.0,3.6363636364
14.0,2.0,16.0,4.2727272727
14.0,2.2222222222,12.0,3.3636363636
14.0,3.7222222222,12.0,3.8181818182
14.0,1.6153846154,12.0,3.1818181818
14.0,3.3333333333,13.0,3.6363636364
14.0,2.8888888889,11.0,3.6363636364
14.0,1.7222222222,13.0,2.8181818182
14.0,2.3888888889,12.0,2.2727272727
14.0,2.4444444444,12.0,3.3636363636
14.0,1.1666666667,12.0,3.4545454545
14.0,3.0,12.0,3.5454545455
14.0,3.7777777778,12.0,2.4545454545
14.0,4.5555555556,12.0,5.0
14.0,3.0555555556,12.0,2.6363636364
14.0,3.0,10.0,2.8181818182
14.0,2.3333333333,12.0,3.6363636364
14.0,1.6666666667,13.0,2.1818181818
14.0,2.3888888889,12.0,3.0
14.0,2.0,12.0,3.3636363636
14.0,0.8888888889,9.0,3.8181818182
14.0,3.5,12.0,4.1818181818
14.0,3.4444444444,12.0,3.6363636364
14.0,3.7777777778,9.0,4.0
14.0,2.7777777778,12.0,3.0
14.0,3.2222222222,9.0,3.7272727273
14.0,0.7222222222,14.0,2.0909090909
14.0,4.2222222222,14.0,5.0
14.0,3.2777777778,13.0,3.8181818182
14.0,2.9444444444,12.0,3.5454545455
14.0,3.3333333333,12.0,2.9090909091
14.0,2.6666666667,10.0,1.5454545455
14.0,2.4444444444,13.0,3.0
14.0,2.3333333333,11.0,2.7272727273
14.0,0.7222222222,12.0,3.2727272727
14.0,3.2777777778,11.0,3.6363636364
14.0,1.5,16.0,1.5454545455
14.0,1.4444444444,12.0,3.1818181818
14.0,2.0555555556,11.0,4.7272727273
14.0,4.1666666667,11.0,3.9090909091
14.0,1.4444444444,12.0,2.8333333333
14.0,2.0588235294,12.0,2.5
14.0,3.6666666667,9.0,3.6363636364
15.0,3.4444444444,12.0,3.6363636364
15.0,2.7777777778,12.0,2.3636363636
15.0,4.1111111111,15.0,2.6363636364
15.0,3.3888888889,14.0,3.3636363636
15.0,1.4117647059,17.0,2.6363636364
15.0,2.4444444444,10.0,3.1818181818
15.0,1.6111111111,14.0,1.1666666667
15.0,3.0555555556,12.0,2.0909090909
15.0,3.7222222222,15.0,3.3636363636
15.0,3.5,17.0,2.5454545455
15.0,0.8888888889,14.0,3.7272727273
15.0,2.6666666667,12.0,3.4545454545
15.0,3.8333333333,14.0,2.2727272727
15.0,3.5,14.0,2.5454545455
15.0,1.4444444444,15.0,2.6666666667
15.0,4.0555555556,13.0,2.0909090909
15.0,0.3888888889,11.0,1.8181818182
15.0,2.8333333333,14.0,1.5454545455
15.0,3.1875,13.0,3.0
15.0,2.5555555556,14.0,1.4545454545
15.0,2.3888888889,13.0,3.0
15.0,2.9444444444,13.0,3.4545454545
15.0,2.9444444444,10.0,2.6363636364
15.0,2.3333333333,13.0,2.1818181818
15.0,1.9444444444,12.0,2.8181818182
15.0,0.7777777778,12.0,2.0
15.0,2.6111111111,8.0,1.8181818182
15.0,1.7777777778,13.0,1.4545454545
15.0,3.1111111111,14.0,3.5454545455
15.0,3.2777777778,13.0,3.7272727273
15.0,3.5555555556,12.0,2.1818181818
15.0,3.3333333333,10.0,1.4545454545
15.0,2.4444444444,13.0,2.5454545455
15.0,2.6111111111,12.0,2.7272727273
15.0,3.0625,10.0,2.4545454545
15.0,2.4117647059,14.0,1.4545454545
15.0,2.8333333333,12.0,2.4545454545
15.0,2.2777777778,15.0,1.8333333333
15.0,2.2777777778,12.0,2.0
15.0,1.7222222222,12.0,2.9090909091
15.0,3.8888888889,12.0,3.0909090909
15.0,1.6111111111,12.0,3.7272727273
15.0,3.6666666667,10.0,3.3636363636
15.0,3.7777777778,10.0,3.4
15.0,3.7777777778,12.0,3.3636363636
15.0,4.0,13.0,2.8181818182
15.0,2.3333333333,12.0,3.0909090909
15.0,2.6111111111,9.0,2.6363636364
15.0,2.6111111111,9.0,2.2727272727
15.0,3.2777777778,19.0,3.4545454545
15.0,2.4444444444,16.0,3.1818181818
15.0,1.8888888889,15.0,2.1818181818
15.0,2.2777777778,15.0,1.9090909091
15.0,2.0555555556,14.0,3.1818181818
15.0,2.6470588235,10.0,3.6
15.0,3.1764705882,8.0,4.0
15.0,2.6111111111,10.0,2.9090909091
15.0,1.9444444444,12.0,1.6363636364
15.0,1.8333333333,12.0,1.7272727273
15.0,1.6111111111,11.0,1.9090909091
15.0,1.0555555556,18.0,3.2727272727
15.0,1.8333333333,11.0,3.6666666667
15.0,3.2222222222,12.0,3.0
15.0,2.1111111111,13.0,2.2727272727
15.0,2.0,18.0,2.3333333333
15.0,2.5,14.0,2.0909090909
15.0,0.8333333333,15.0,1.7272727273
15.0,2.7222222222,16.0,2.0
15.0,2.7222222222,14.0,2.8181818182
15.0,2.4444444444,16.0,3.2727272727
15.0,2.0,14.0,3.0909090909
15.0,2.1666666667,15.0,2.8333333333
15.0,2.5,9.0,3.2
15.0,3.1666666667,12.0,2.6666666667
15.0,5.0,10.0,4.8
15.0,4.2222222222,15.0,1.0
15.0,4.5555555556,14.0,2.9
15.0,1.5555555556,14.0,3.0
15.0,1.8888888889,10.0,2.8181818182
15.0,2.7777777778,14.0,2.7272727273
15.0,1.0555555556,17.0,2.0
16.0,3.5555555556,9.0,3.0
16.0,2.8333333333,8.0,3.7272727273
16.0,4.2222222222,8.0,4.0
16.0,4.1111111111,11.0,5.0
16.0,2.5,11.0,3.1818181818
16.0,3.1111111111,12.0,3.3333333333
16.0,3.5,14.0,4.1666666667
16.0,3.3888888889,11.0,3.0
16.0,4.3333333333,12.0,3.0
16.0,2.1666666667,10.0,3.3636363636
16.0,3.8333333333,9.0,3.4545454545
16.0,4.0,11.0,4.1818181818
16.0,3.2666666667,8.0,4.2727272727
16.0,3.3529411765,8.0,3.5555555556
16.0,4.7777777778,10.0,4.6666666667
16.0,3.6666666667,7.0,4.7272727273
16.0,2.5,9.0,3.9090909091
16.0,3.0,8.0,3.9090909091
16.0,1.4444444444,12.0,2.5454545455
16.0,2.8888888889,12.0,3.8181818182
16.0,3.7777777778,11.0,3.6666666667
16.0,3.0,12.0,2.0
16.0,4.1111111111,10.0,4.3333333333
16.0,4.0555555556,8.0,4.5454545455
16.0,3.3888888889,8.0,3.4545454545
16.0,3.0555555556,14.0,2.6363636364
16.0,2.3333333333,11.0,5.0
16.0,3.0,9.0,3.1666666667
16.0,4.0,8.0,4.3636363636
16.0,0.6111111111,9.0,3.6363636364
16.0,4.4705882353,8.0,3.5454545455
16.0,1.2222222222,9.0,3.5
16.0,2.7222222222,9.0,3.1818181818
16.0,4.0555555556,12.0,5.0
16.0,2.7222222222,12.0,4.1666666667
16.0,3.8333333333,11.0,4.1666666667
16.0,3.5555555556,12.0,3.6666666667
16.0,3.7222222222,11.0,3.2727272727
16.0,2.3888888889,8.0,3.1818181818
16.0,0.7777777778,11.0,4.5
16.0,4.0,12.0,3.5
16.0,2.9444444444,11.0,4.0
16.0,2.6111111111,11.0,3.3636363636
16.0,3.4444444444,8.0,5.0
16.0,4.2222222222,10.0,4.3333333333
16.0,3.8333333333,8.0,3.8333333333
17.0,1.8888888889,12.0,3.0
17.0,2.5,10.0,3.3636363636
17.0,2.5555555556,8.0,3.3333333333
17.0,3.5,12.0,2.9090909091
17.0,3.8333333333,12.0,2.4545454545
17.0,2.3333333333,11.0,2.4545454545
17.0,2.7222222222,9.0,2.1818181818
17.0,3.8333333333,12.0,3.4545454545
17.0,3.6111111111,12.0,3.1818181818
17.0,2.0,11.0,1.4545454545
17.0,3.5,12.0,3.8181818182
17.0,0.5,11.0,1.7272727273
17.0,3.3888888889,11.0,2.7272727273
17.0,2.0555555556,12.0,2.3636363636
17.0,3.0555555556,10.0,2.5454545455
17.0,3.0555555556,14.0,3.7272727273
17.0,2.9444444444,12.0,1.3636363636
17.0,2.7222222222,12.0,4.1818181818
17.0,4.1111111111,10.0,4.3636363636
17.0,3.9444444444,12.0,3.3636363636
17.0,3.2222222222,10.0,3.5454545455
17.0,1.6666666667,9.0,3.8333333333
17.0,4.6111111111,11.0,3.5
17.0,2.0,10.0,3.0
17.0,3.4444444444,9.0,3.2
17.0,1.8888888889,9.0,2.4545454545
17.0,3.1111111111,11.0,3.5454545455
17.0,3.1666666667,12.0,4.0909090909
17.0,1.2777777778,9.0,3.2727272727
17.0,3.9444444444,12.0,3.6363636364
17.0,3.0,11.0,3.2727272727
17.0,3.2777777778,12.0,3.8181818182
17.0,4.2777777778,11.0,4.0
17.0,3.0,12.0,3.5
17.0,1.7222222222,10.0,1.4
17.0,3.2222222222,11.0,2.9090909091
17.0,2.5555555556,12.0,2.5454545455
17.0,3.8333333333,9.0,3.9090909091
17.0,1.7777777778,12.0,3.1818181818
17.0,4.1111111111,12.0,4.5454545455
17.0,2.6111111111,9.0,3.6666666667
17.0,3.3333333333,12.0,3.6666666667
17.0,2.5555555556,11.0,2.6666666667
17.0,2.8333333333,11.0,2.7272727273
17.0,3.2222222222,11.0,2.9090909091
17.0,3.2777777778,12.0,3.0
17.0,3.1666666667,12.0,3.0
17.0,1.5,11.0,3.4545454545
17.0,3.3888888889,5.0,3.5
17.0,4.0,8.0,4.3333333333
17.0,0.7222222222,12.0,2.9090909091
17.0,4.0555555556,12.0,3.5454545455
17.0,3.7777777778,12.0,3.4545454545
17.0,1.9444444444,14.0,3.3636363636
17.0,3.7222222222,10.0,3.3636363636
17.0,3.8888888889,14.0,4.0
17.0,3.5555555556,12.0,3.8333333333
17.0,3.5555555556,8.0,3.0
17.0,2.4444444444,12.0,3.0
17.0,3.6111111111,11.0,3.0
17.0,3.4444444444,11.0,3.8181818182
17.0,2.5,11.0,2.6363636364
17.0,1.1666666667,11.0,1.7272727273
17.0,2.5555555556,10.0,2.3636363636
17.0,4.6111111111,11.0,3.9090909091
17.0,2.3888888889,12.0,3.2727272727
17.0,3.3888888889,10.0,4.2727272727
17.0,3.2222222222,12.0,3.6363636364
17.0,3.3333333333,10.0,2.4545454545
17.0,3.2777777778,11.0,3.3636363636
17.0,3.6666666667,10.0,3.6666666667
17.0,2.9444444444,12.0,3.9090909091
17.0,3.5,9.0,3.6363636364
17.0,1.6111111111,10.0,2.9090909091
17.0,1.6666666667,13.0,1.2727272727
17.0,3.8888888889,10.0,3.6666666667
17.0,0.3333333333,14.0,3.5
17.0,2.6111111111,13.0,2.3636363636
17.0,2.0555555556,13.0,2.2727272727
17.0,2.8333333333,12.0,3.1818181818
17.0,3.4444444444,12.0,2.4545454545
17.0,2.7777777778,9.0,2.9090909091
17.0,3.6111111111,10.0,3.7
17.0,3.0555555556,11.0,3.7272727273
17.0,2.5,12.0,3.0
17.0,2.9444444444,10.0,3.9090909091
17.0,3.7777777778,12.0,3.0909090909
17.0,2.7777777778,18.0,2.9090909091
17.0,3.6666666667,12.0,2.6666666667
17.0,1.9444444444,12.0,2.1666666667
17.0,1.8888888889,10.0,3.3333333333
17.0,3.1111111111,13.0,4.0
17.0,4.3888888889,11.0,3.5454545455
17.0,3.0,14.0,4.0
17.0,4.8888888889,14.0,4.0
18.0,1.1111111111,12.0,2.7272727273
18.0,3.1666666667,12.0,3.4545454545
18.0,3.0,10.0,2.9090909091
18.0,2.8888888889,11.0,2.7272727273
18.0,2.1666666667,12.0,3.0
18.0,3.4705882353,10.0,3.3636363636
18.0,3.5,10.0,3.7272727273
18.0,2.1111111111,12.0,1.9090909091
18.0,2.7777777778,12.0,2.5454545455
18.0,3.6111111111,8.0,4.0
18.0,2.2222222222,8.0,3.0
18.0,2.9444444444,11.0,3.5454545455
18.0,3.1111111111,10.0,3.7272727273
18.0,2.1666666667,11.0,3.0
18.0,3.1111111111,11.0,3.2727272727
18.0,2.8235294118,12.0,3.2727272727
18.0,1.8888888889,11.0,2.7272727273
18.0,4.1666666667,12.0,3.7272727273
18.0,1.8333333333,11.0,2.8181818182
18.0,2.5,11.0,4.3
18.0,2.7222222222,11.0,3.3636363636
18.0,2.7222222222,12.0,2.6363636364
18.0,2.4444444444,10.0,3.4545454545
18.0,2.0555555556,11.0,3.5454545455
18.0,2.8333333333,11.0,4.0909090909
18.0,0.8333333333,13.0,2.9090909091
18.0,2.3333333333,12.0,3.0
18.0,1.7777777778,12.0,3.2727272727
18.0,3.1666666667,11.0,1.8181818182
18.0,2.1111111111,11.0,2.5454545455
18.0,3.3333333333,12.0,3.1818181818
18.0,3.6111111111,12.0,4.0
18.0,3.1111111111,10.0,3.9090909091
18.0,2.4444444444,12.0,4.3636363636
18.0,2.7777777778,12.0,2.4545454545
18.0,3.7777777778,14.0,2.3636363636
18.0,2.5555555556,15.0,4.6363636364
18.0,3.5,12.0,3.9090909091
18.0,2.5,11.0,3.3636363636
18.0,1.8333333333,15.0,3.3636363636
18.0,1.5,13.0,2.3636363636
18.0,2.7222222222,12.0,3.1818181818
18.0,1.1111111111,13.0,2.5454545455
18.0,2.0,14.0,2.0909090909
18.0,2.2222222222,14.0,3.3333333333
18.0,3.0555555556,10.0,3.7272727273
18.0,1.3888888889,12.0,2.4545454545
18.0,2.0,13.0,1.8181818182
18.0,3.2777777778,12.0,3.5454545455
18.0,2.4444444444,13.0,2.7272727273
18.0,1.3888888889,13.0,3.6666666667
18.0,1.6666666667,14.0,2.4545454545
18.0,1.3888888889,10.0,1.1818181818
18.0,2.8888888889,12.0,2.6363636364
18.0,2.1666666667,15.0,2.8333333333
18.0,2.4444444444,8.0,3.3636363636
18.0,2.0555555556,11.0,3.0
18.0,1.6111111111,11.0,2.6363636364
18.0,2.9444444444,11.0,3.2727272727
18.0,2.7222222222,11.0,3.0909090909
18.0,3.0555555556,11.0,3.2727272727
18.0,2.5,14.0,3.2727272727
18.0,2.7222222222,10.0,3.8333333333
18.0,3.1666666667,13.0,3.3333333333
18.0,4.7222222222,10.0,4.2727272727
18.0,2.5,11.0,3.4545454545
18.0,4.0555555556,14.0,3.1666666667
18.0,3.5,15.0,2.8333333333
18.0,3.2777777778,12.0,3.8333333333
18.0,2.9444444444,12.0,3.5454545455
18.0,2.5555555556,10.0,3.4545454545
18.0,3.5882352941,12.0,3.5
18.0,1.0555555556,10.0,3.0
18.0,2.3333333333,12.0,3.3636363636
18.0,2.1666666667,10.0,2.9090909091
18.0,3.2777777778,10.0,3.0
18.0,3.0,10.0,3.5
18.0,2.6111111111,10.0,3.0
18.0,2.8333333333,14.0,2.6666666667
18.0,2.1111111111,11.0,3.4545454545
18.0,2.0,11.0,2.9090909091
19.0,2.2222222222,12.0,2.3636363636
19.0,2.4444444444,12.0,3.6363636364
19.0,3.1666666667,12.0,3.7272727273
19.0,2.8333333333,11.0,2.9090909091
19.0,3.1666666667,14.0,4.0
19.0,3.3888888889,10.0,3.3333333333
19.0,2.3888888889,12.0,3.3636363636
19.0,2.3888888889,12.0,3.4545454545
19.0,3.2222222222,13.0,3.0
19.0,3.8333333333,10.0,3.6666666667
19.0,1.6666666667,11.0,3.0
19.0,2.8888888889,13.0,2.8333333333
19.0,3.8333333333,11.0,3.5454545455
19.0,3.1111111111,11.0,3.4545454545
19.0,2.3888888889,11.0,2.6363636364
19.0,3.3888888889,14.0,4.2727272727
19.0,2.1666666667,11.0,3.4545454545
19.0,1.9444444444,11.0,2.3636363636
19.0,2.8888888889,10.0,4.0
19.0,2.1666666667,10.0,3.0
19.0,2.1111111111,12.0,2.7272727273
19.0,2.5,12.0,1.7272727273
19.0,0.6666666667,13.0,3.1818181818
19.0,3.4444444444,12.0,3.1666666667
19.0,2.9444444444,12.0,3.0909090909
19.0,4.0555555556,12.0,3.0
19.0,4.3333333333,12.0,3.8181818182
19.0,3.5555555556,10.0,3.0909090909
19.0,2.2777777778,12.0,2.3333333333
19.0,2.6111111111,12.0,3.8333333333
19.0,2.1111111111,10.0,3.3636363636
19.0,1.2777777778,13.0,2.7272727273
19.0,3.0555555556,11.0,2.8181818182
19.0,2.4444444444,12.0,3.5454545455
19.0,2.3888888889,12.0,2.9090909091
19.0,3.6666666667,12.0,2.9090909091
19.0,3.6666666667,10.0,3.6363636364
19.0,3.6666666667,12.0,3.8181818182
19.0,2.5555555556,12.0,2.5
19.0,1.8888888889,11.0,3.3636363636
19.0,3.2222222222,11.0,3.5
19.0,3.1111111111,14.0,1.6363636364
20.0,2.6111111111,12.0,3.1818181818
20.0,3.7222222222,12.0,3.5454545455
20.0,2.5555555556,13.0,2.2727272727
20.0,3.9444444444,10.0,3.2727272727
20.0,3.0555555556,14.0,2.6363636364
20.0,3.0555555556,9.0,1.4545454545
20.0,4.6111111111,12.0,2.8181818182
20.0,2.6666666667,12.0,2.8181818182
20.0,2.8333333333,8.0,2.9090909091
20.0,1.1111111111,13.0,2.2727272727
20.0,2.6111111111,13.0,3.2727272727
20.0,3.2777777778,12.0,1.7272727273
20.0,2.3888888889,12.0,1.7272727273
20.0,2.5,11.0,2.8333333333
20.0,3.0555555556,12.0,1.9090909091
20.0,3.0555555556,12.0,3.8181818182
20.0,1.7647058824,12.0,2.3
20.0,3.6666666667,10.0,2.4545454545
20.0,2.0,9.0,2.2727272727
20.0,2.1176470588,12.0,3.0909090909
20.0,4.4444444444,12.0,3.4545454545
20.0,2.5,12.0,1.8333333333
20.0,1.7222222222,12.0,2.0909090909
20.0,1.4444444444,12.0,2.1818181818
20.0,3.1666666667,12.0,1.8181818182
20.0,3.0555555556,13.0,1.9090909091
20.0,3.0555555556,14.0,3.6666666667
20.0,2.1666666667,13.0,2.7272727273
20.0,2.7222222222,12.0,2.0
20.0,1.8333333333,12.0,2.6363636364
20.0,1.9444444444,18.0,1.6363636364
20.0,2.5,12.0,2.2727272727
20.0,1.6111111111,12.0,2.8181818182
20.0,2.1666666667,10.0,3.0
20.0,0.5,16.0,1.1818181818
20.0,3.1111111111,12.0,3.0909090909
20.0,1.7222222222,12.0,3.1818181818
20.0,2.1111111111,14.0,2.0
20.0,2.5555555556,12.0,2.7272727273
20.0,4.1666666667,12.0,3.4545454545
20.0,2.9444444444,12.0,2.6363636364
20.0,2.0,12.0,1.9090909091
20.0,1.8888888889,12.0,3.3333333333
20.0,2.4444444444,12.0,1.7272727273
20.0,2.7777777778,11.0,3.0909090909
20.0,3.3888888889,13.0,2.1818181818
20.0,2.1666666667,12.0,2.2727272727
20.0,2.5555555556,12.0,2.0
20.0,2.1666666667,12.0,2.5
20.0,3.0,12.0,2.0
20.0,2.9444444444,10.0,3.1818181818
20.0,4.0,12.0,3.7272727273
20.0,2.9444444444,12.0,1.6363636364
20.0,3.6666666667,12.0,2.5454545455
20.0,3.1666666667,13.0,1.5454545455
20.0,1.8888888889,12.0,2.3636363636
20.0,3.8333333333,12.0,2.2727272727
20.0,1.5,12.0,2.0
20.0,2.3888888889,12.0,1.0
20.0,3.0555555556,12.0,3.0909090909
20.0,2.7222222222,10.0,2.8181818182
20.0,2.1666666667,11.0,2.0
20.0,2.2777777778,12.0,2.7272727273
20.0,2.0555555556,12.0,2.3636363636
21.0,2.0,12.0,3.4545454545
21.0,2.0,12.0,3.3636363636
21.0,2.3333333333,11.0,3.5454545455
21.0,4.5,12.0,2.9090909091
21.0,2.0,11.0,2.0
21.0,4.0,11.0,3.0909090909
21.0,3.3888888889,9.0,2.8181818182
21.0,3.5,12.0,3.0
21.0,2.8888888889,12.0,3.2727272727
21.0,0.7222222222,13.0,2.0909090909
21.0,1.5555555556,12.0,1.8181818182
21.0,0.9444444444,11.0,3.5454545455
21.0,3.7777777778,11.0,3.6363636364
21.0,3.1111111111,12.0,3.0
21.0,2.5555555556,12.0,3.5454545455
21.0,1.0555555556,12.0,2.4545454545
21.0,1.6111111111,12.0,2.3636363636
21.0,2.5,12.0,3.9090909091
21.0,2.6666666667,14.0,3.3333333333
21.0,3.4444444444,11.0,3.3636363636
21.0,2.3333333333,12.0,2.9090909091
21.0,0.3333333333,8.0,2.0909090909
21.0,0.6111111111,12.0,2.5454545455
21.0,2.3333333333,12.0,2.1818181818
21.0,4.3333333333,12.0,2.9090909091
21.0,3.9411764706,11.0,3.3333333333
21.0,4.1111111111,11.0,3.6666666667
21.0,4.0,9.0,2.8181818182
21.0,0.2777777778,24.0,1.1818181818
21.0,3.6111111111,24.0,4.2727272727
21.0,3.3888888889,10.0,3.3636363636
21.0,3.8888888889,12.0,3.3333333333
21.0,2.4444444444,12.0,4.0
21.0,1.2777777778,12.0,2.5454545455
21.0,1.6666666667,12.0,3.9
21.0,2.5,12.0,3.9090909091
21.0,3.3888888889,12.0,3.1818181818
21.0,0.1666666667,14.0,1.6363636364
21.0,1.5555555556,14.0,2.6363636364
21.0,2.8888888889,12.0,3.0
21.0,3.4444444444,12.0,3.8181818182
21.0,2.7777777778,12.0,3.8181818182
21.0,0.8888888889,24.0,1.0
21.0,1.3888888889,13.0,1.1818181818
21.0,1.5,13.0,1.4545454545
21.0,3.6666666667,8.0,3.0
21.0,3.2222222222,12.0,3.2727272727
21.0,3.9444444444,12.0,4.0
21.0,2.2222222222,12.0,3.1818181818
21.0,3.2222222222,13.0,3.6666666667
21.0,4.0,12.0,2.5454545455
21.0,1.5,12.0,2.4545454545
21.0,0.8333333333,2.0,1.7272727273
21.0,2.5,12.0,2.5
21.0,2.7222222222,12.0,2.9090909091
21.0,2.3333333333,12.0,3.4545454545
21.0,1.6666666667,12.0,2.2727272727
21.0,2.5555555556,12.0,3.1818181818
21.0,2.2777777778,12.0,2.2727272727
21.0,2.6111111111,14.0,3.6666666667
21.0,3.2777777778,12.0,3.8333333333
21.0,3.2777777778,11.0,3.3333333333
21.0,2.0,11.0,2.3333333333
21.0,3.2222222222,11.0,2.8181818182
21.0,2.1666666667,12.0,2.6363636364
21.0,2.8461538462,12.0,3.3636363636
21.0,2.1666666667,12.0,2.3636363636
21.0,3.0,16.0,1.7272727273
21.0,3.5,12.0,2.4545454545
21.0,2.5,12.0,3.3636363636
21.0,3.0,13.0,2.9090909091
21.0,2.4444444444,24.0,2.5
21.0,3.4444444444,12.0,3.1666666667
21.0,2.3333333333,12.0,2.5454545455
21.0,2.7222222222,11.0,2.4545454545
21.0,0.9444444444,9.0,2.2727272727
21.0,3.0,9.0,4.8181818182
21.0,2.0555555556,8.0,2.5454545455
21.0,2.5,12.0,2.2727272727
21.0,2.5555555556,12.0,4.0
21.0,1.7222222222,12.0,2.5454545455
21.0,2.4444444444,13.0,2.5454545455
21.0,0.9444444444,12.0,2.6363636364
21.0,1.1666666667,12.0,1.7272727273
21.0,0.0,12.0,2.4545454545
21.0,3.0588235294,12.0,2.9
21.0,1.5555555556,12.0,1.4545454545
21.0,3.1111111111,9.0,3.0909090909
21.0,2.7222222222,12.0,2.9090909091
21.0,2.0555555556,10.0,4.1666666667
